scene,degradation,channel,severity,frame,n_gt,tp,fp,fn,precision,recall,f1,mean_iou,depth_err_signed,depth_err_max,err3d,reliability,status,diagnosis1,diagnosis_all,latency_ms,monitor_ms,n_tracks,s_confidence,s_sharpness,s_exposure,s_clipping,s_noise,s_chroma,s_ood,s_temporal,s_motion,s_depth_valid,s_depth_consistency,s_geometry,s_timing,depth_err_corr,failure
multi,patch_occlusion,image+depth,0.75,2,2,0,0,2,0.0,0.0,0.0,,,,,0.00030438382340256193,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Distribution shift (input unlike calibration set),41.789055999970515,6.33881199996722,0,0.0,1.0,0.5569565584177518,1.0,1.0,0.7384146700166383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,0.75,3,2,0,0,2,0.0,0.0,0.0,,,,,0.0010584209753280824,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement,44.02121199996145,6.77920299995094,0,0.8220463373678534,1.0,0.600847888229153,1.0,1.0,0.7742682997626056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,0.75,4,2,0,0,2,0.0,0.0,0.0,,,,,0.0009314799087965272,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Unstable tracking / temporal disagreement,40.79272600006334,6.1953890000268075,0,0.0,1.0,0.6914701651827473,1.0,1.0,0.7831888139850887,0.17896568585956774,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,0.75,5,2,1,0,1,1.0,0.5,0.6666666666666666,0.986647646219685,-0.35000038146972656,0.35000038146972656,0.35522431922467135,0.20372716365936416,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),45.385030000261395,6.914300000062212,1,0.9508263497531921,1.0,0.5640485274613951,1.0,1.0,0.8989403023322659,0.0,0.1237110669605376,0.1836147889437248,0.9934065934065934,1.0,0.9994065974176279,1.0,1.789359714673914,1
multi,patch_occlusion,image+depth,0.75,6,2,2,0,0,1.0,1.0,1.0,0.918089252414208,-1.2401351099428926,2.1302698384160585,1.2518366012001645,0.6683829219440562,CAUTION,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),45.68437400007497,6.71114099998249,2,0.9520830081098381,1.0,0.6501754510695699,1.0,1.0,0.9172580976498703,0.11444268358864385,0.30769621778452294,0.38742452089525514,0.9973214285714286,0.9907507760567456,0.9499164277531681,1.0,0.899224986200748,0
multi,patch_occlusion,image+depth,0.75,7,2,2,0,0,1.0,1.0,1.0,0.8906843946182752,-1.226747098176375,2.1034938148830236,1.2678219697634174,0.6705473229322708,CAUTION,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),45.74285399996825,6.773166000016317,2,0.9524112277486233,1.0,0.6483513471115612,1.0,1.0,0.8818851075854849,0.09162637259261774,0.39160399621586395,0.46555590292043864,0.9652116402116402,0.9927957373030514,0.9161625502565435,1.0,0.9126129979672655,0
multi,patch_occlusion,image+depth,0.75,8,2,0,0,2,0.0,0.0,0.0,,,,,0.0008507653123064374,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Unstable tracking / temporal disagreement,41.1939559998018,6.334278999929666,0,0.0,1.0,0.644673780919703,1.0,1.0,0.7647811191135313,0.07084565462498082,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,0.75,9,2,0,0,2,0.0,0.0,0.0,,,,,0.0003044863138903692,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Distribution shift (input unlike calibration set),41.90899499997158,6.352135000042836,0,0.0,1.0,0.5590374588608318,1.0,1.0,0.739301112552338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,0.75,10,2,2,0,0,1.0,1.0,1.0,0.8903182532159778,-1.2406964509383496,2.1313925204069726,1.2504777397560376,0.6634272300348838,CAUTION,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),45.33179999998538,6.786049999959687,2,0.9521057493409935,1.0,0.6539838915031313,1.0,1.0,0.9387238491315563,0.10775311973040536,0.3068575359704355,0.38035309789259136,0.999025974025974,0.9897433844841746,0.9287994721095462,1.0,0.898663645205291,0
multi,patch_occlusion,image+depth,0.75,11,2,2,0,0,1.0,1.0,1.0,0.7020684734876357,-1.2440292109613829,2.138058040453039,1.31739951126462,0.5367412286877314,CAUTION,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Geometric inconsistency (calibration or depth scale error) | Unstable tracking / temporal disagreement,46.559284999943884,6.836862999989535,2,0.9486560280542009,1.0,0.621430161879057,1.0,1.0,0.8718058978981452,0.0387137234110323,0.3388467500756896,0.36116451607145417,0.7771687771687772,0.9877706328734015,0.3763508813649577,1.0,0.8953308851822577,0
multi,patch_occlusion,image+depth,0.75,12,2,0,0,2,0.0,0.0,0.0,,,,,0.000945443714879537,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Unstable tracking / temporal disagreement,40.90417800000523,6.33590200004619,0,0.0,1.0,0.7019079165298234,1.0,1.0,0.7821974584543566,0.2084387773984795,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,0.75,13,2,2,0,0,1.0,1.0,1.0,0.7727107300389187,-1.2441353590592108,2.138270336648695,1.2603445092467163,0.6523979122742348,CAUTION,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Geometric inconsistency (calibration or depth scale error),46.07239500001015,7.103343000039786,2,0.9540330796856911,1.0,0.6670430185401051,1.0,1.0,0.9259126263342777,0.14742450417857444,0.3363086508629677,0.33219360809273013,0.96875,0.9872470068910537,0.6167809786178017,1.0,0.8952247370844297,0
multi,patch_occlusion,image+depth,0.75,14,1,1,0,0,1.0,1.0,1.0,0.8733174125459736,-2.1379129990287424,2.1379129990287424,2.1487976391968293,0.5335378966667741,CAUTION,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),44.36671100006606,6.884584000090399,1,0.9537015839319211,1.0,0.6104664375660009,1.0,1.0,0.870016026045248,0.011425617527103804,0.37048834192574626,0.42197323356652866,1.0,0.9726738545502717,0.7285632905821036,1.0,0.0014470971148980993,0
multi,patch_occlusion,image+depth,0.75,15,1,0,0,1,0.0,0.0,0.0,,,,,0.00030433024822102187,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Distribution shift (input unlike calibration set),41.07464300000174,6.286475999900176,0,0.0,1.0,0.5574248759745488,1.0,1.0,0.7352111356069655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,0.75,16,1,1,0,0,1.0,1.0,1.0,0.8635789778955332,-2.0912016578342616,2.0912016578342616,2.102183633907368,0.2156416632714788,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Missing depth returns,45.19337599992923,6.7857740000363265,1,0.8680407296817538,1.0,0.5612106787014375,1.0,1.0,0.8111109693435564,0.0,0.4000882936896539,0.46128387577852686,0.4852992044275337,0.9856937371552587,0.7405031936731625,1.0,0.04815843830937894,0
multi,patch_occlusion,image+depth,0.75,17,1,1,0,0,1.0,1.0,1.0,0.8889776583566089,-2.1475888957148044,2.1475888957148044,2.159797219713467,0.22210067339045628,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Poor illumination (under-exposed),44.80110400004378,6.744217000004937,1,0.824826798151009,1.0,0.5298302189685236,1.0,1.0,0.8466507412273019,0.0,0.43587733228847664,0.4944390866400058,0.660377358490566,0.965695035511,0.7647394744250589,1.0,-0.008228799571163847,0
multi,patch_occlusion,image+depth,0.75,18,2,1,0,1,1.0,0.5,0.6666666666666666,0.8907674139655903,-2.136750677357549,2.136750677357549,2.149453640260627,0.23710503256799018,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Poor illumination (under-exposed),46.001620999959414,6.917756000007103,1,0.9508855634643234,1.0,0.5840018973227905,1.0,1.0,0.9413551917741892,0.0,0.4420669569891092,0.5222523303200458,1.0,0.9659381890024918,0.8014642147944475,1.0,0.0026094187860916662,1
multi,patch_occlusion,image+depth,0.75,19,2,2,0,0,1.0,1.0,1.0,0.8922708378473749,-1.239142314247463,2.1282842470251992,1.248477988026016,0.2203124955329154,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Poor illumination (under-exposed),47.561539999946945,7.2581009999339585,2,0.8746887736509763,1.0,0.49436329946697066,1.0,1.0,0.9697440052393895,0.0,0.309839812850893,0.39781422486782536,0.8484471620858999,0.9837207331081346,0.8194122277588596,1.0,0.9002177818961776,0
multi,patch_occlusion,image+depth,0.75,20,3,3,0,0,1.0,1.0,1.0,0.8532703758382048,-1.1173665627189298,2.1368533010068145,1.1248216906776642,0.23209378174962897,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Poor illumination (under-exposed),48.129389999985506,7.045231999995849,3,0.9290763941455884,1.0,0.5592100713742132,1.0,1.0,1.0,0.0,0.31965024663383307,0.541927417937785,0.9915365877202446,0.9845588801620894,0.8568850404981664,1.0,1.0219935334247108,1
multi,patch_occlusion,image+depth,0.75,21,3,3,0,0,1.0,1.0,1.0,0.876858037615146,-1.1152590184971902,2.1354192650836445,1.1241250121869506,0.23551524139570199,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Poor illumination (under-exposed),48.80103799996505,7.1888830000261805,3,0.9279348149322084,1.0,0.48611362395550417,1.0,1.0,1.0,0.0,0.3928085296282135,0.5765622117102985,0.9978835978835979,0.983140478500937,0.8764229807920069,1.0,1.0241010776464503,1
multi,patch_occlusion,image+depth,0.75,22,3,1,0,2,1.0,0.3333333333333333,0.5,0.864426522334346,-2.143013663913891,2.143013663913891,2.15952917938782,0.24272007798996936,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Poor illumination (under-exposed),44.16800499996043,6.683940999892002,1,0.9118595533664784,1.0,0.5971777500347966,1.0,1.0,1.0,0.0,0.6281717094194952,0.6071395295026971,0.901685393258427,0.9599763935339869,0.7320486545877373,1.0,-0.0036535677702502767,1
multi,patch_occlusion,image+depth,0.75,23,3,2,0,1,1.0,0.6666666666666666,0.8,0.8861187908633843,-0.5999777317047119,0.8499550819396973,0.6109393364284242,0.6236758418239021,CAUTION,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Poor illumination (under-exposed),45.96094299995457,6.871743999909086,2,0.9209255377263948,1.0,0.630147447518987,1.0,1.0,0.8787776784354803,0.050049806205979874,0.2777195204796,0.5971555505432263,0.9959183673469387,0.9929814662925025,0.9434257496711174,1.0,1.5393823644389286,1
multi,patch_occlusion,image+depth,1.0,0,2,2,0,0,1.0,1.0,1.0,0.8275862068965517,-1.244034767150879,2.1380691528320312,1.2679183610485274,0.06978019148060861,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Geometric inconsistency (calibration or depth scale error),46.34635499996875,6.574180000029628,2,0.9504237245971376,1.0,0.5320929284933209,1.0,1.0,0.878004103869516,0.0,0.0,1.0,0.9952380952380953,0.9907716530492656,0.4307977306246538,1.0,0.8953253289927616,0
multi,patch_occlusion,image+depth,1.0,1,2,1,0,1,1.0,0.5,0.6666666666666666,0.9635499207606966,-0.35000038146972656,0.35000038146972656,0.361181380274551,0.6592922269194798,CAUTION,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),44.736126000088916,6.822670000019571,1,0.9476903364085282,1.0,0.6869861306906642,1.0,1.0,0.8785028893825276,0.166349345447785,0.3023255813953488,0.15335496684492847,0.9571428571428572,1.0,0.9994065974176279,1.0,1.789359714673914,1
multi,patch_occlusion,image+depth,1.0,2,2,0,1,2,0.0,0.0,0.0,,,,,0.13199230182260085,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement,45.39587900001152,7.123062999994545,1,0.8840646160938739,1.0,0.5123266734261445,1.0,1.0,0.7401179973964745,0.0,0.18936454402938235,0.05425860251111201,0.17422867513611615,1.0,0.096134832949371,1.0,,1
multi,patch_occlusion,image+depth,1.0,3,2,0,0,2,0.0,0.0,0.0,,,,,0.0010478520666850624,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement,47.40010800003347,6.834502000060638,0,0.9123892222373144,1.0,0.441174592782144,1.0,1.0,0.8173071406181613,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,1.0,4,2,1,0,1,1.0,0.5,0.6666666666666666,0.643113236411543,-2.1773216413415,2.1773216413415,2.178408965993873,0.21285006246986488,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Poor illumination (under-exposed),46.46866100006264,6.845099999964077,1,0.9530112363421702,1.0,0.46782589410540654,1.0,1.0,0.846811388800543,0.0,0.2541443305582084,0.4095325984276105,0.7931034482758621,0.9877408496329878,0.7489485293089405,1.0,-0.037961545197859436,1
multi,patch_occlusion,image+depth,1.0,5,2,0,0,2,0.0,0.0,0.0,,,,,0.0003042031052248602,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Distribution shift (input unlike calibration set),42.32965399978639,6.623432999958823,0,0.0,1.0,0.5506795468143353,1.0,1.0,0.7415404703747113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,1.0,6,2,2,0,0,1.0,1.0,1.0,0.8740599491006883,-1.2461728220400605,2.1423452626103945,1.2521861317445602,0.20978046582733165,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),47.23489699995298,6.893742999977803,2,0.9520830081098381,1.0,0.48659184550897083,1.0,1.0,0.8759115258690506,0.0,0.23311241718495446,0.20903008201494463,0.9797014925373134,0.9907748055095773,0.8193872121384076,1.0,0.89318727410358,0
multi,patch_occlusion,image+depth,1.0,7,2,0,0,2,0.0,0.0,0.0,,,,,0.00030516788198428835,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Distribution shift (input unlike calibration set),42.3252160002221,6.393241000068883,0,0.0,1.0,0.5716123512035036,1.0,1.0,0.7477268192236013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,1.0,8,2,2,0,0,1.0,1.0,1.0,0.8976157921600147,-5.625330655471139,10.90066092947255,5.658591142951564,0.19656386403864815,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Geometric inconsistency (calibration or depth scale error) | Unstable tracking / temporal disagreement,46.09870799993132,6.722810999917783,2,0.9384830621347897,1.0,0.5192099511113966,1.0,1.0,0.8563853886735231,0.0,0.2828633252579983,0.29676990097251466,0.9891304347826086,0.9300201704750315,0.3274743809733469,1.0,-3.485970559327498,1
multi,patch_occlusion,image+depth,1.0,9,2,2,0,0,1.0,1.0,1.0,0.8897369433403477,-1.264844770016877,2.1796891585640275,1.2650551971902508,0.22831707599275208,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),47.09993999995277,6.903523000005407,2,0.9535653553232366,1.0,0.5525054193431778,1.0,1.0,0.871616736793486,0.0,0.34923889608405645,0.34735404825271227,0.9776307498424701,0.9908176603482554,0.9084938658771773,1.0,0.8745153261267635,0
multi,patch_occlusion,image+depth,1.0,10,2,0,1,2,0.0,0.0,0.0,,,,,0.1718545260558699,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Geometric inconsistency (calibration or depth scale error) | Unstable tracking / temporal disagreement,44.57644000012806,6.65966600001866,1,0.9277325773635123,1.0,0.5059449624293657,1.0,1.0,0.751209196181947,0.0,0.3702438095616098,0.19852544741327657,0.44242424242424244,1.0,0.16683996390512837,1.0,,1
multi,patch_occlusion,image+depth,1.0,11,2,0,0,2,0.0,0.0,0.0,,,,,0.0003023353948356809,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Distribution shift (input unlike calibration set),41.66915600001175,6.332713999995576,0,0.0,1.0,0.5104067129289425,1.0,1.0,0.7329534268163505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,1.0,12,2,1,0,1,1.0,0.5,0.6666666666666666,0.8303544860264545,-2.1395718118418827,2.1395718118418827,2.149752677759471,0.21955311766278998,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Poor illumination (under-exposed),43.63256999999976,6.660859000021446,1,0.9536167648460098,1.0,0.5013760365372586,1.0,1.0,0.8364699783342714,0.0,0.2798868176317583,0.39859070250347806,1.0,0.9757061747269089,0.7720977691555309,1.0,-0.0002117156982421875,1
multi,patch_occlusion,image+depth,1.0,13,2,1,0,1,1.0,0.5,0.6666666666666666,0.7018509484359386,-0.35000038146972656,0.35000038146972656,0.3741106940674993,0.19526049558831918,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Geometric inconsistency (calibration or depth scale error),44.01471300002413,6.867499999998472,1,0.954260544271374,1.0,0.49291802338156754,1.0,1.0,0.7649263500346029,0.0,0.27449534045750285,0.12000223373994416,0.9375,1.0,0.5299421588889438,1.0,1.789359714673914,1
multi,patch_occlusion,image+depth,1.0,14,1,0,1,1,0.0,0.0,0.0,,,,,0.16316646375110946,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement,43.7225049998915,6.822873999908552,1,0.9530916108017071,1.0,0.5527551415449139,1.0,1.0,0.7726215654937065,0.0,0.29580765326560726,0.3306818549913543,0.52,0.9736060494886923,0.08048130754881294,1.0,,1
multi,patch_occlusion,image+depth,1.0,15,1,0,0,1,0.0,0.0,0.0,,,,,0.0003038674136768442,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Distribution shift (input unlike calibration set),40.91914699995414,6.247264999956315,0,0.0,1.0,0.542215874231976,1.0,1.0,0.7418442511458233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,1.0,16,1,1,0,0,1.0,1.0,1.0,0.7250339396938236,-2.115163201871127,2.115163201871127,2.1289703290376405,0.18338552681054177,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Geometric inconsistency (calibration or depth scale error) | Unstable tracking / temporal disagreement,45.32767000000604,6.978580999998485,1,0.9072082559981272,1.0,0.35914827750927913,1.0,1.0,0.7963632572493212,0.0,0.22745338101064808,0.2603802688189519,0.7457627118644068,0.9776819410893959,0.35340486642906455,1.0,0.024196894272513703,0
multi,patch_occlusion,image+depth,1.0,17,1,0,0,1,0.0,0.0,0.0,,,,,0.00029974856211418486,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Distribution shift (input unlike calibration set),42.35506500003794,6.8058120000387134,0,0.0,1.0,0.4601280126940941,1.0,1.0,0.7189666683223938,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,1.0,18,2,0,1,2,0.0,0.0,0.0,,,,,0.14595014084655122,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement,44.068282000012005,6.895712999948955,1,0.9475665158452758,1.0,0.4284369919227602,1.0,1.0,0.7507504468420173,0.0,0.1968359746618861,0.21947452036080708,0.557396449704142,0.9676992095817571,0.05780677181194163,1.0,,1
multi,patch_occlusion,image+depth,1.0,19,2,0,0,2,0.0,0.0,0.0,,,,,0.0003007045734890309,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Low detector confidence | Distribution shift (input unlike calibration set),42.82178699986616,6.689276999964022,0,0.0,1.0,0.478831356690141,1.0,1.0,0.7227539979359958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1
multi,patch_occlusion,image+depth,1.0,20,3,1,0,2,1.0,0.3333333333333333,0.5,0.8850607570836314,-0.35000038146972656,0.35000038146972656,0.3598521336977871,0.19689773897732388,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),45.632158999978856,6.590869999968163,1,0.9492208778798572,1.0,0.5858970978283189,1.0,1.0,0.8522056411473465,0.0,0.12901103609350836,0.11961504880497376,0.997737556561086,1.0,0.8746238940805493,1.0,1.789359714673914,1
multi,patch_occlusion,image+depth,1.0,21,3,0,1,3,0.0,0.0,0.0,,,,,0.11553836250734904,DEGRADED,Geometric inconsistency (calibration or depth scale error),Geometric inconsistency (calibration or depth scale error) | Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement,45.107605999987754,6.997425000008661,1,0.942471390342907,1.0,0.4321294141096228,1.0,1.0,0.7404049899559665,0.0,0.08844630904575009,0.11609264907419126,0.5333333333333333,0.9598871109263822,0.018931055377274332,1.0,,1
multi,patch_occlusion,image+depth,1.0,22,3,1,0,2,1.0,0.3333333333333333,0.5,0.9565248210453545,-0.35000038146972656,0.35000038146972656,0.36353960147583053,0.5598182379574884,CAUTION,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),48.37763999989875,7.111444999964078,1,0.9371966014644253,1.0,0.6440123354278517,1.0,1.0,0.8890901071976323,0.08686023012101429,0.10770619067352012,0.15254701922633995,0.9587301587301588,1.0,0.9508656003724099,1.0,1.789359714673914,1
multi,patch_occlusion,image+depth,1.0,23,3,1,0,2,1.0,0.3333333333333333,0.5,0.9469080667303342,-0.35000038146972656,0.35000038146972656,0.36684032220443685,0.1971827854481836,DEGRADED,Distribution shift (input unlike calibration set),Distribution shift (input unlike calibration set) | Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation),46.994044000030044,7.447470999977668,1,0.8227992958063328,1.0,0.4955758316306418,1.0,1.0,0.7927299049386196,0.0,0.18191932334083213,0.18660163995561685,0.6010204081632653,1.0,0.9756677458945092,1.0,1.789359714673914,1
multi,depth_degradation,depth,0.25,0,2,2,0,0,1.0,1.0,1.0,1.0,-1.18117356300354,2.094754219055176,1.193589286879569,0.2709291324796017,DEGRADED,Unstable tracking / temporal disagreement,Unstable tracking / temporal disagreement | Distribution shift (input unlike calibration set) | Inconsistent depth within objects,44.56897299996854,6.210285000065596,2,0.9505856293590424,1.0,0.9966140711386395,1.0,1.0,0.9997637354238725,0.820288995541156,0.0,1.0,0.8919047619047619,0.8339914788687894,0.9504416000322399,1.0,0.9581865331401005,0
multi,depth_degradation,depth,0.25,1,2,2,0,0,1.0,1.0,1.0,0.9761848982685465,-1.2165857812632694,2.1564744037130623,1.2258669455974833,0.8584275976848055,TRUSTED,Unstable tracking / temporal disagreement,Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation) | Distribution shift (input unlike calibration set),44.95978800002831,6.2318860000232235,2,0.9504707541692301,1.0,0.9973703120271837,1.0,1.0,0.9943964851825511,0.8234825173166942,0.6094961240310077,0.356560980663947,0.878236179529283,0.835587239518093,0.9454977677938879,1.0,0.9227743148803711,0
multi,depth_degradation,depth,0.25,2,2,2,0,0,1.0,1.0,1.0,0.9699998642573293,-1.1853936236837637,2.0882745825726055,1.194837689018393,0.8990511686325079,TRUSTED,Erratic object motion (large filter innovation),Erratic object motion (large filter innovation) | Unstable tracking / temporal disagreement | Distribution shift (input unlike calibration set),42.75311700007478,6.288340999958564,2,0.9512557008308204,1.0,0.99674742137951,1.0,1.0,0.9988858796382466,0.8475438437896108,0.7393669552144184,0.543402674063275,0.8791974548440066,0.840659745315676,0.9654819727960396,1.0,0.9539664724598769,0
multi,depth_degradation,depth,0.25,3,2,2,0,0,1.0,1.0,1.0,0.9513859617109259,-1.2260176720826514,2.1579932337221877,1.2351107486252209,0.9081412309229853,TRUSTED,Erratic object motion (large filter innovation),Erratic object motion (large filter innovation) | Unstable tracking / temporal disagreement | Distribution shift (input unlike calibration set),46.22149100009665,6.746378999991975,2,0.9512636775575471,1.0,0.9965702105819607,1.0,1.0,1.0,0.8131511195321126,0.8034515993435419,0.6472779075777755,0.8917419332597905,0.8405986544805749,0.9277770268993414,1.0,0.9133424240609891,0
multi,depth_degradation,depth,0.25,4,2,2,0,0,1.0,1.0,1.0,0.9479125398216857,-1.231032236762669,2.148551194564156,1.2395695361525414,0.9211228995110015,TRUSTED,Erratic object motion (large filter innovation),Erratic object motion (large filter innovation) | Unstable tracking / temporal disagreement | Distribution shift (input unlike calibration set),44.30380500002684,6.243767999990268,2,0.9517075535109638,1.0,0.9968192253553634,1.0,1.0,0.9977677053065849,0.8409005612923582,0.8280177310428889,0.7127342635544152,0.8945097117794486,0.8456819824554379,0.9497013977439557,1.0,0.9083278593809716,0
multi,depth_degradation,depth,0.25,5,2,2,0,0,1.0,1.0,1.0,0.9539891245502226,-1.2456023796744962,2.176204225291375,1.2536194621675179,0.9247301916046567,TRUSTED,Unstable tracking / temporal disagreement,Unstable tracking / temporal disagreement | Erratic object motion (large filter innovation) | Distribution shift (input unlike calibration set),47.05569399993692,6.62394599999061,2,0.9521096732173524,1.0,0.996167330146015,1.0,1.0,1.0,0.8581715729043413,0.8449522710178887,0.758079164953971,0.8929487179487179,0.8519722167121209,0.9182903014585908,1.0,0.8937577164691444,0
multi,depth_degradation,depth,0.25,6,2,2,0,0,1.0,1.0,1.0,0.9401802339603851,-1.2018968229708467,2.1042106877202578,1.2103608755646176,0.9273865947005526,TRUSTED,Unstable tracking / temporal disagreement,Unstable tracking / temporal disagreement | Distribution shift (input unlike calibration set) | Erratic object motion (large filter innovation),44.155863000014506,6.084949999944911,2,0.9520830081098381,1.0,0.9966561631244846,1.0,1.0,0.9989509718254005,0.8567469687213646,0.852178547493122,0.7895706850438238,0.8721881060116354,0.8492549785044082,0.935217153857403,1.0,0.9374632731727939,0
